"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"449"	"ES_Adultos"	"GO:0070372"	"regulation of ERK1 and ERK2 cascade"	"35/1136"	"313/18870"	0.000311653678873793	0.00369172706259351	0.00287653762811501	"2633/6846/6375/467/11221/200734/6364/9290/2247/972/84868/7124/154043/5154/1846/6363/112464/59/1848/3479/8600/10419/10979/8482/6367/3965/6346/6348/6351/6349/8792/6370/3383/634/3976"	35
"450"	"ES_Adultos"	"GO:0050729"	"positive regulation of inflammatory response"	"21/1136"	"152/18870"	0.000311985424127736	0.00369172706259351	0.00287653762811501	"11315/9447/7292/5743/3558/59067/5734/4049/7124/3620/3458/8600/4792/136/6346/6348/3430/8792/718/5008/3956"	21
"451"	"ES_Adultos"	"GO:0043123"	"positive regulation of canonical NF-kappaB signal transduction"	"25/1136"	"196/18870"	0.000312270146272008	0.00369172706259351	0.00287653762811501	"389/356/5966/57162/8743/1894/7037/92610/80216/972/7124/6363/10783/7186/6737/330/9188/2597/8600/54602/3965/6398/684/80833/3956"	25
"452"	"ES_Adultos"	"GO:0071453"	"cellular response to oxygen levels"	"23/1136"	"174/18870"	0.000318747779666804	0.00375995163598092	0.00292969717896574	"2023/205/4000/5743/2034/890/7015/1958/8614/7422/2030/51142/857/29923/79723/84890/355/112399/2353/83990/5366/596/875"	23
"453"	"ES_Adultos"	"GO:0000712"	"resolution of meiotic recombination intermediates"	"6/1136"	"17/18870"	0.000326930242478179	0.00384292903361508	0.00299435190628734	"378708/4292/80010/7153/146956/201254"	6
"454"	"ES_Adultos"	"GO:0046173"	"polyol biosynthetic process"	"12/1136"	"63/18870"	0.000327650650503598	0.00384292903361508	0.00299435190628734	"6697/2247/1719/5092/2805/1594/5106/2643/3706/8877/3613/573971"	12
"455"	"ES_Adultos"	"GO:0019724"	"B cell mediated immunity"	"26/1136"	"208/18870"	0.000329535350921642	0.00384292903361508	0.00299435190628734	"6375/7292/725/9156/3329/4292/10039/604/7037/7468/3558/3565/972/4049/7124/710/57379/7374/10538/3507/708/79915/970/718/9466/602"	26
"456"	"ES_Adultos"	"GO:1901654"	"response to ketone"	"26/1136"	"208/18870"	0.000329535350921642	0.00384292903361508	0.00299435190628734	"11315/4678/2153/7292/109/1545/952/5734/1026/6446/196/857/3717/6363/3371/445/8061/54541/1019/2706/5106/2353/84706/1728/31/7298"	26
"457"	"ES_Adultos"	"GO:0045824"	"negative regulation of innate immune response"	"15/1136"	"91/18870"	0.000330116272248514	0.00384292903361508	0.00299435190628734	"11221/54625/84868/115004/7128/6737/710/10906/4940/7301/84166/9212/3965/634/11274"	15
"458"	"ES_Adultos"	"GO:0070098"	"chemokine-mediated signaling pathway"	"15/1136"	"91/18870"	0.000330116272248514	0.00384292903361508	0.00299435190628734	"6846/6375/6364/1233/4283/3627/6373/10563/6363/6367/6346/6348/6351/6349/6370"	15
"459"	"ES_Adultos"	"GO:0032768"	"regulation of monooxygenase activity"	"10/1136"	"46/18870"	0.000335079360879959	0.00387625165839019	0.00302031638914534	"11315/4790/7015/1719/7124/7421/1594/3458/2643/573971"	10
"460"	"ES_Adultos"	"GO:0097028"	"dendritic cell differentiation"	"10/1136"	"46/18870"	0.000335079360879959	0.00387625165839019	0.00302031638914534	"55509/1437/3565/3662/6363/10538/3394/3965/5971/7226"	10
"461"	"ES_Adultos"	"GO:0007143"	"female meiotic nuclear division"	"9/1136"	"38/18870"	0.000335164617078851	0.00387625165839019	0.00302031638914534	"23397/4292/9319/7272/84930/9133/5347/7153/10403"	9
"462"	"ES_Adultos"	"GO:0031341"	"regulation of cell killing"	"17/1136"	"111/18870"	0.000336860753726625	0.00388741694105346	0.00302901620773022	"149233/6375/59067/3596/3565/84868/6891/80328/80329/3902/3458/5027/3965/3383/3594/634/5817"	17
"463"	"ES_Adultos"	"GO:2001234"	"negative regulation of apoptotic signaling pathway"	"29/1136"	"243/18870"	0.000340152936066597	0.00391691259713051	0.00305199877473287	"11315/2023/4582/4000/8682/5743/4929/3148/7015/1437/3565/1495/972/27166/8870/7124/7128/3301/2017/220042/10105/3070/3479/79915/672/5831/596/3383/5329"	29
"464"	"ES_Adultos"	"GO:0045071"	"negative regulation of viral genome replication"	"11/1136"	"55/18870"	0.000370508552417709	0.00425724729775856	0.00331718240177547	"91543/64135/5359/7124/10581/8519/10410/57379/4940/684/9582"	11
"465"	"ES_Adultos"	"GO:0034614"	"cellular response to reactive oxygen species"	"21/1136"	"154/18870"	0.000373523076589629	0.00428263527469143	0.0033369643276088	"11315/5052/3725/1545/1894/1719/5796/4602/7128/2146/7295/983/10105/10935/2643/2353/55512/1728/8877/573971/7226"	21
"466"	"ES_Adultos"	"GO:0030330"	"DNA damage response, signal transduction by p53 class mediator"	"13/1136"	"73/18870"	0.000374645431181387	0.00428626600835479	0.00333979334010708	"4582/8444/200734/972/1026/2305/144455/675/10538/3090/5366/602/51512"	13
"467"	"ES_Adultos"	"GO:0008630"	"intrinsic apoptotic signaling pathway in response to DNA damage"	"16/1136"	"102/18870"	0.000378535410965313	0.00432147722389585	0.00336722938419111	"7161/4582/23612/4292/972/8870/7124/1026/220042/54541/675/3090/79915/672/596/602"	16
"468"	"ES_Adultos"	"GO:0009219"	"pyrimidine deoxyribonucleotide metabolic process"	"7/1136"	"24/18870"	0.000393183872704555	0.00445999616799197	0.00347516124051294	"129607/1841/7374/1854/79077/7298/1890"	7
"469"	"ES_Adultos"	"GO:0046426"	"negative regulation of receptor signaling pathway via JAK-STAT"	"7/1136"	"24/18870"	0.000393183872704555	0.00445999616799197	0.00347516124051294	"54625/857/22876/8835/8651/9021/602"	7
"470"	"ES_Adultos"	"GO:0060706"	"cell differentiation involved in embryonic placenta development"	"7/1136"	"24/18870"	0.000393183872704555	0.00445999616799197	0.00347516124051294	"7855/10733/639/6788/79733/144455/3976"	7
"471"	"ES_Adultos"	"GO:0030261"	"chromosome condensation"	"10/1136"	"47/18870"	0.000402960443301724	0.00455148526192181	0.00354644815224537	"23397/10051/64151/54892/10592/113130/983/51203/5347/7153"	10
"472"	"ES_Adultos"	"GO:0051353"	"positive regulation of oxidoreductase activity"	"10/1136"	"47/18870"	0.000402960443301724	0.00455148526192181	0.00354644815224537	"11315/10063/7015/1719/7124/7421/1594/3458/2643/573971"	10
"473"	"ES_Adultos"	"GO:2000106"	"regulation of leukocyte apoptotic process"	"15/1136"	"93/18870"	0.000420262101154978	0.00473685249606882	0.00369088348427364	"604/3558/23657/972/27166/3620/29126/1029/6363/5027/384/9212/3965/596/602"	15
"474"	"ES_Adultos"	"GO:0009636"	"response to toxic substance"	"30/1136"	"258/18870"	0.000423248683503423	0.00475405875737675	0.00370429034162043	"11315/5052/5743/1545/64116/23657/1719/7124/1026/196/11185/7295/445/25841/983/10935/2643/2353/1543/4502/4493/4495/4496/1728/6348/6351/83990/7298/573971/596"	30
"475"	"ES_Adultos"	"GO:1901655"	"cellular response to ketone"	"16/1136"	"103/18870"	0.000423575911841463	0.00475405875737675	0.00370429034162043	"11315/7292/109/1545/5734/6446/196/3717/3371/445/54541/1019/2706/5106/2353/31"	16
"476"	"ES_Adultos"	"GO:0045089"	"positive regulation of innate immune response"	"37/1136"	"343/18870"	0.000430295830593608	0.00481931330264841	0.00375513569169558	"2634/115362/9447/7100/91543/57162/64135/3329/57590/7867/83666/5359/92610/80216/79931/59067/3148/3659/84868/3662/7124/115004/7128/857/8061/330/3312/3902/4940/144811/4792/3320/7301/84166/708/3430/5817"	37
"477"	"ES_Adultos"	"GO:0016446"	"somatic hypermutation of immunoglobulin genes"	"5/1136"	"12/18870"	0.000434573920468302	0.00482658299977321	0.00376080012922574	"9156/4292/10721/57379/7374"	5
"478"	"ES_Adultos"	"GO:0042532"	"negative regulation of tyrosine phosphorylation of STAT protein"	"5/1136"	"12/18870"	0.000434573920468302	0.00482658299977321	0.00376080012922574	"54625/857/22876/8651/9021"	5
"479"	"ES_Adultos"	"GO:0060707"	"trophoblast giant cell differentiation"	"5/1136"	"12/18870"	0.000434573920468302	0.00482658299977321	0.00376080012922574	"10733/639/79733/144455/3976"	5
"480"	"ES_Adultos"	"GO:2001267"	"regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway"	"5/1136"	"12/18870"	0.000434573920468302	0.00482658299977321	0.00376080012922574	"11315/3717/355/3965/5329"	5
"481"	"ES_Adultos"	"GO:0045143"	"homologous chromosome segregation"	"12/1136"	"65/18870"	0.00044263069540851	0.00490582354077765	0.0038225431546463	"4292/84057/9319/9232/9134/9700/5347/29893/83990/256126/898/11144"	12
"482"	"ES_Adultos"	"GO:0046718"	"viral entry into host cell"	"21/1136"	"156/18870"	0.00044540305177268	0.00492628739174772	0.00383848827635586	"7293/8764/941/5359/7037/3673/972/857/10581/8519/10410/6737/983/6541/7301/55065/3965/3383/5817/6510/3956"	21
"483"	"ES_Adultos"	"GO:0001818"	"negative regulation of cytokine production"	"40/1136"	"381/18870"	0.000446510618980377	0.0049282914792025	0.00384004983084674	"80149/149233/2633/6375/7292/5966/7850/10293/4345/604/4790/836/5734/3596/3565/84868/9308/7124/3326/27242/7128/9734/2146/3620/29126/2615/5552/3902/3458/3479/4940/384/708/54739/3965/9466/684/634/602/5971"	40
"484"	"ES_Adultos"	"GO:0002833"	"positive regulation of response to biotic stimulus"	"39/1136"	"369/18870"	0.000458703282658414	0.00505238398290427	0.00393674082403582	"2634/115362/9447/7100/91543/57162/64135/3329/57590/7867/83666/5359/92610/80216/79931/59067/3148/3659/84868/3662/7124/115004/7128/1687/857/29126/8061/330/3312/3902/4940/144811/4792/3320/7301/84166/708/3430/5817"	39
"485"	"ES_Adultos"	"GO:0002830"	"positive regulation of type 2 immune response"	"6/1136"	"18/18870"	0.000465531920584005	0.00509594612655742	0.00397068378440505	"6375/7292/91543/3565/972/3620"	6
"486"	"ES_Adultos"	"GO:0070200"	"establishment of protein localization to telomere"	"6/1136"	"18/18870"	0.000465531920584005	0.00509594612655742	0.00397068378440505	"7015/22948/6950/908/79035/675"	6
"487"	"ES_Adultos"	"GO:1901970"	"positive regulation of mitotic sister chromatid separation"	"6/1136"	"18/18870"	0.000465531920584005	0.00509594612655742	0.00397068378440505	"55143/991/9700/9787/9212/332"	6
"488"	"ES_Adultos"	"GO:1990830"	"cellular response to leukemia inhibitory factor"	"16/1136"	"104/18870"	0.000473147609897663	0.00516867614919008	0.0040273539128434	"6723/2494/3099/7037/81848/29887/29088/9242/11156/2731/54836/3070/8600/9021/3383/4744"	16
"489"	"ES_Adultos"	"GO:0045637"	"regulation of myeloid cell differentiation"	"26/1136"	"213/18870"	0.000477060140357669	0.00520073759570245	0.0040523357047638	"149233/1435/3398/6772/9290/3148/3567/3565/972/7124/4602/1021/169200/7071/10221/56834/3458/54997/8600/4792/2353/2242/6348/634/3276/3976"	26
"490"	"ES_Adultos"	"GO:0050792"	"regulation of viral process"	"22/1136"	"168/18870"	0.000485346638008174	0.00528025381227707	0.0041142935323995	"2494/91543/64135/6772/5359/27074/972/7124/10581/8519/10410/6737/57379/4940/7301/3965/7153/3838/596/684/3956/9582"	22
"491"	"ES_Adultos"	"GO:0006730"	"one-carbon metabolic process"	"9/1136"	"40/18870"	0.000504387805901703	0.00547621046407564	0.00426697997774631	"10797/1719/94081/25902/760/6472/4522/7298/573971"	9
"492"	"ES_Adultos"	"GO:0002363"	"alpha-beta T cell lineage commitment"	"7/1136"	"25/18870"	0.000517927785559413	0.00561141202076358	0.00437232697621033	"149233/84695/3662/10538/9021/596/3594"	7
"493"	"ES_Adultos"	"GO:0045069"	"regulation of viral genome replication"	"14/1136"	"85/18870"	0.000520004910946701	0.00561141202076358	0.00437232697621033	"2494/91543/64135/5359/7124/10581/8519/10410/57379/4940/7153/596/684/9582"	14
"494"	"ES_Adultos"	"GO:0051101"	"regulation of DNA binding"	"14/1136"	"85/18870"	0.000520004910946701	0.00561141202076358	0.00437232697621033	"11315/51042/3725/55355/3148/3717/7295/3458/3479/4792/81620/4830/5329/602"	14
"495"	"ES_Adultos"	"GO:0071222"	"cellular response to lipopolysaccharide"	"27/1136"	"226/18870"	0.000527127294747718	0.00567440359330047	0.00442140905231841	"80149/2634/115362/7292/129607/941/4283/3627/6373/10563/4790/79931/3148/1437/84868/7124/7128/10221/3717/29126/445/57379/1019/4792/3394/8140/4793"	27
"496"	"ES_Adultos"	"GO:0044403"	"biological process involved in symbiotic interaction"	"35/1136"	"322/18870"	0.000528277372353117	0.00567440359330047	0.00442140905231841	"7293/8764/80149/3725/3329/941/5359/7037/8819/3673/972/3326/857/3717/10581/8519/10410/6737/5702/3312/983/2597/6541/7301/55065/3965/6348/6351/10189/2194/3383/5817/6510/8542/3956"	35
"497"	"ES_Adultos"	"GO:0036294"	"cellular response to decreased oxygen levels"	"21/1136"	"158/18870"	0.000529042139525758	0.00567440359330047	0.00442140905231841	"2023/205/4000/5743/2034/890/7015/1958/8614/7422/2030/51142/29923/79723/84890/112399/2353/83990/5366/596/875"	21
"498"	"ES_Adultos"	"GO:0071375"	"cellular response to peptide hormone stimulus"	"34/1136"	"310/18870"	0.000536265140584927	0.00574030291330344	0.00447275680106627	"8503/5872/1545/4929/6772/4790/890/9734/7532/857/23516/760/3717/8013/29988/445/79746/10580/2805/3164/8835/2706/5106/2353/23191/5315/8651/84706/990/6776/83990/9021/9663/634"	34
"499"	"ES_Adultos"	"GO:0051098"	"regulation of binding"	"30/1136"	"262/18870"	0.000548085535119136	0.005855050294847	0.00456216621707706	"11315/3925/51042/3725/5899/55355/8536/165904/83666/151636/3148/7015/51053/1026/857/6788/3717/7295/6737/3433/3458/3479/5901/4792/5347/81620/9212/4830/5329/602"	30
"500"	"ES_Adultos"	"GO:2001233"	"regulation of apoptotic signaling pathway"	"41/1136"	"398/18870"	0.000560200690933694	0.00597043052052627	0.00465206873562177	"11315/2023/4582/4000/8682/5743/50486/467/4929/8743/3148/7015/1437/3565/1495/972/27166/8870/7124/7128/1687/857/6788/3717/3301/7186/2017/220042/10105/355/3070/79370/3479/1984/79915/672/5831/5366/596/3383/5329"	41
"501"	"ES_Adultos"	"GO:0042267"	"natural killer cell mediated cytotoxicity"	"13/1136"	"76/18870"	0.000561130688019386	0.00597043052052627	0.00465206873562177	"5052/57823/1130/59067/84868/203068/80328/80329/10383/3902/3965/634/5817"	13
"502"	"ES_Adultos"	"GO:0045582"	"positive regulation of T cell differentiation"	"17/1136"	"116/18870"	0.000569351873934501	0.00604581231403502	0.00471080508363077	"149233/7292/11221/941/604/3558/3565/972/9308/1960/6363/3559/3458/8651/3965/3594/259307"	17
"503"	"ES_Adultos"	"GO:2000404"	"regulation of T cell migration"	"10/1136"	"49/18870"	0.000573235955542033	0.00606375077857153	0.00472478246260679	"8764/6846/6375/6364/4345/3627/10563/23143/8740/9466"	10
"504"	"ES_Adultos"	"GO:0038061"	"non-canonical NF-kappaB signal transduction"	"20/1136"	"148/18870"	0.000573320797297271	0.00606375077857153	0.00472478246260679	"80149/5052/5966/8809/4790/84868/7124/11156/6363/9966/7186/330/4791/4792/3965/3430/8877/8740/602/5971"	20
"505"	"ES_Adultos"	"GO:0030316"	"osteoclast differentiation"	"16/1136"	"106/18870"	0.000587371528829439	0.00618775551162895	0.00482140506624353	"149233/1435/9290/7037/3565/7124/135228/29887/169200/7071/56834/3458/8600/2353/6348/8792"	16
"506"	"ES_Adultos"	"GO:1990823"	"response to leukemia inhibitory factor"	"16/1136"	"106/18870"	0.000587371528829439	0.00618775551162895	0.00482140506624353	"6723/2494/3099/7037/81848/29887/29088/9242/11156/2731/54836/3070/8600/9021/3383/4744"	16
"507"	"ES_Adultos"	"GO:0002690"	"positive regulation of leukocyte chemotaxis"	"15/1136"	"96/18870"	0.000594645230406726	0.00625200123668732	0.0048714643589384	"1435/6846/6375/3627/10563/3565/972/7422/6363/708/3965/6346/6348/6351/8740"	15
"508"	"ES_Adultos"	"GO:0070231"	"T cell apoptotic process"	"11/1136"	"58/18870"	0.000597624445482071	0.00625772363440746	0.00487592316428503	"356/27166/3620/29126/3559/355/5027/384/3965/596/602"	11
"509"	"ES_Adultos"	"GO:0051099"	"positive regulation of binding"	"18/1136"	"127/18870"	0.000598718295096503	0.00625772363440746	0.00487592316428503	"11315/3925/5899/83666/151636/3148/7015/51053/857/6788/7295/6737/3458/3479/5901/81620/4830/5329"	18
"510"	"ES_Adultos"	"GO:0051384"	"response to glucocorticoid"	"18/1136"	"127/18870"	0.000598718295096503	0.00625772363440746	0.00487592316428503	"5743/1545/3557/3485/836/7124/1026/3717/445/8061/54541/2805/2706/5106/2353/3291/7298/596"	18
"511"	"ES_Adultos"	"GO:0050869"	"negative regulation of B cell activation"	"8/1136"	"33/18870"	0.000604489862602349	0.00630565895891078	0.00491327364071837	"3398/1493/10039/604/836/27242/7128/64092"	8
"512"	"ES_Adultos"	"GO:0016064"	"immunoglobulin mediated immune response"	"25/1136"	"205/18870"	0.000615602338923024	0.00640901065180134	0.00499380370929832	"6375/7292/725/9156/3329/4292/10039/604/7037/7468/3558/3565/972/4049/7124/710/57379/7374/10538/3507/708/79915/718/9466/602"	25
"513"	"ES_Adultos"	"GO:0006979"	"response to oxidative stress"	"41/1136"	"400/18870"	0.000619303533034588	0.00643495077293752	0.00501401585750454	"11315/80149/5052/1718/3725/5743/1545/2034/4929/6772/1894/952/23657/836/1719/8614/5796/4602/7128/4521/51142/2146/3717/1612/7295/8061/983/10105/10935/2706/55270/5693/2643/2353/55512/1728/8877/5831/573971/596/7226"	41
"514"	"ES_Adultos"	"GO:0018108"	"peptidyl-tyrosine phosphorylation"	"31/1136"	"276/18870"	0.000620694246991828	0.0064368292280634	0.00501547952119384	"8784/8764/7804/149233/941/83666/54625/3558/59067/3562/1437/3567/3596/3565/1839/972/7124/7422/5154/857/3717/1270/22876/3458/3479/2242/8651/9021/3976/5008/64092"	31
"515"	"ES_Adultos"	"GO:0031960"	"response to corticosteroid"	"20/1136"	"149/18870"	0.000625571420520078	0.00647478590888485	0.00504505479010458	"5743/1545/3557/3485/836/7124/1026/6446/3717/445/8061/54541/2805/5901/2706/5106/2353/3291/7298/596"	20
"516"	"ES_Adultos"	"GO:0008652"	"amino acid biosynthetic process"	"13/1136"	"77/18870"	0.00063855132117821	0.00659629714304481	0.00513973449729134	"11315/26227/1719/29968/445/5092/2805/586/6472/4522/5831/573971/875"	13
"517"	"ES_Adultos"	"GO:0009148"	"pyrimidine nucleoside triphosphate biosynthetic process"	"6/1136"	"19/18870"	0.000645938736873832	0.00663396540573125	0.00516908503517405	"1503/7371/129607/1841/4830/7298"	6
"518"	"ES_Adultos"	"GO:0045064"	"T-helper 2 cell differentiation"	"6/1136"	"19/18870"	0.000645938736873832	0.00663396540573125	0.00516908503517405	"7292/604/3565/4602/10538/602"	6
"519"	"ES_Adultos"	"GO:0045623"	"negative regulation of T-helper cell differentiation"	"6/1136"	"19/18870"	0.000645938736873832	0.00663396540573125	0.00516908503517405	"80149/7292/84695/604/3558/3565"	6
"520"	"ES_Adultos"	"GO:0030593"	"neutrophil chemotaxis"	"16/1136"	"107/18870"	0.000652821230698405	0.00667886336022214	0.00520406883904923	"6846/6375/6364/4283/3627/6373/10563/972/6363/6367/708/6346/6348/6351/6349/6370"	16
"521"	"ES_Adultos"	"GO:1901796"	"regulation of signal transduction by p53 class mediator"	"16/1136"	"107/18870"	0.000652821230698405	0.00667886336022214	0.00520406883904923	"4582/8444/200734/972/55003/84154/6446/23246/1111/10419/3090/1984/9212/79915/5366/596"	16
"522"	"ES_Adultos"	"GO:0071216"	"cellular response to biotic stimulus"	"30/1136"	"265/18870"	0.000661948043471826	0.00673497088032861	0.00524778696611279	"80149/2634/115362/7292/129607/7855/941/4283/3627/6373/10563/4790/79931/3148/1437/84868/7124/7128/196/10221/3717/29126/445/57379/1019/4792/3394/8140/146956/4793"	30
"523"	"ES_Adultos"	"GO:0002566"	"somatic diversification of immune receptors via somatic mutation"	"5/1136"	"13/18870"	0.000671273500513797	0.00673497088032861	0.00524778696611279	"9156/4292/10721/57379/7374"	5
"524"	"ES_Adultos"	"GO:0042559"	"pteridine-containing compound biosynthetic process"	"5/1136"	"13/18870"	0.000671273500513797	0.00673497088032861	0.00524778696611279	"6697/1719/5092/2643/573971"	5
"525"	"ES_Adultos"	"GO:0060623"	"regulation of chromosome condensation"	"5/1136"	"13/18870"	0.000671273500513797	0.00673497088032861	0.00524778696611279	"23397/10051/64151/54892/10592"	5
