logFC	logCPM	PValue	FDR
ATP2C2	-0.558580970358149	-2.32182523606851	0.637612470859223	1
HSPB1	-0.123583302092409	6.00067850268976	0.637721499409146	1
ELF3-AS1	-0.19357940370699	1.70855058266345	0.637753968263106	1
PEA15	-0.0907235631893455	4.72322227022189	0.637798587536004	1
NDUFA6-DT	0.133852661628908	3.27340542710627	0.637807490386391	1
CPSF4	-0.0896236933272489	5.1105913810451	0.637826774638117	1
GLOD4	-0.0763262082486838	6.09905517742727	0.637899168071059	1
ZNF689	-0.104405109052783	4.21746318103521	0.637938686880998	1
ZRANB2	0.127867847177224	7.1628612232522	0.637984276263627	1
STKLD1	0.296568337168581	-0.422547647675359	0.638035567065361	1
GLE1	0.0796755391362131	5.9963965360585	0.638087020109917	1
GMDS	-0.149654065968373	3.24078015650122	0.638101933353202	1
RBPMS	-0.177267651856249	2.48242335838284	0.638223005627925	1
GPRC5D	0.739806635719252	-1.71013629342545	0.638241274031357	1
PPCS	0.081548261163339	5.55720962135652	0.638253586502609	1
SNAPC1	0.128420320672062	3.33411935938393	0.638291565359769	1
LINC02863	0.679371581491765	-2.53945072043501	0.638352424541221	1
CEBPD	0.335793114023003	-0.325010542848622	0.638360247372011	1
LINC01140	-0.352872024492284	-1.74251541041514	0.638567847038359	1
GGA2	-0.0772588188024097	6.87982252000294	0.638608750018101	1
POMK	0.0865825238576846	5.00042262708993	0.638622549529907	1
CIAO1	0.0795336358544312	6.85688628598781	0.638638482310839	1
CCDC183	-0.264260061088356	0.474918218226239	0.638688280931746	1
ZNF418	0.23879757277966	0.810334843859911	0.638699332190765	1
IGLV7-43	1.09463363589943	-0.122416503487451	0.638747606494178	1
FAM156A	0.149539819114995	4.7468583510821	0.63883772917087	1
H4C2	1.0738571824834	-2.92416010678584	0.638966205037482	1
WDPCP	0.183420635609039	2.94437160250472	0.638989006448246	1
BBC3	0.197307070865424	4.66404491755035	0.639021406999831	1
LINC01962	-0.273363917031953	-0.390803031819023	0.63902269081844	1
LRRC37A3	0.255554580946868	1.99010468871447	0.639120837404436	1
FXYD5	-0.100009894168943	8.3808809119402	0.639144868281159	1
PTEN	0.0918865326171089	6.63564924516369	0.639213848100634	1
ZNF215	0.389631876902028	-0.975844240538384	0.639217160256605	1
HIGD1B	0.36789344385634	-1.99685859212995	0.639243968309706	1
ZNF711	0.367006529741843	1.51669984824354	0.639357093527998	1
RPL18A	-0.126062806887532	10.7654652082634	0.639395339692474	1
LDLRAD4	0.163400897065194	5.04057376743229	0.639402683134089	1
USP51	-0.211748904430016	1.86675695202863	0.639446024191767	1
UTP6	0.0781653959658147	5.95028591927012	0.639511246598455	1
JMJD7	0.175692872910727	2.96324353326692	0.639551974541657	1
PHLDA2	0.418526397239421	-2.16753874864168	0.639554039980074	1
P2RY4	1.0110260171624	-3.12617286546954	0.639586452697752	1
ZKSCAN5	0.109724105283931	3.99312007393628	0.639652245336544	1
SLC22A16	0.643600914616009	-2.10196475480518	0.639654057305847	1
OR1I1	-0.9192515407098	-3.21911303223748	0.639720990298124	1
USP4	0.0729118444180867	6.71798076638649	0.639775035822923	1
AQP8	0.620563866539943	-3.05047489371111	0.639784035124277	1
RUFY4	0.421335747579985	-1.80797388027761	0.639807026932475	1
ARMCX4	0.108084413539938	4.11284214656157	0.639893307420156	1
PGD	0.0939108992513662	6.08790201380974	0.639901047587497	1
LINC02182	-1.09689726984446	-3.14309681135555	0.63993403271341	1
SLC16A6	0.207419464310843	2.03397603596808	0.639994187615248	1
MIS18A	-0.143270550949519	2.87949145837823	0.640012022345284	1
TMEM256	-0.158082125517006	3.56562764631049	0.640024765377466	1
MEX3B	-0.360129517814346	0.978171885466997	0.640063302449205	1
SIGLEC11	-0.714233578174465	-2.56755697275544	0.640071641283674	1
EMSY	0.0961313352153306	5.46549230776886	0.640124439449047	1
TMEM184A	0.343990104697414	-1.37600387391078	0.640168220990848	1
PRDM8-AS1	-0.355208542293501	-1.31296522978876	0.640205332792432	1
IGHV3-49	-0.989710639764524	-1.03748508512301	0.640284657123707	1
GLYR1	0.0755382058315271	6.50515089626715	0.640293004296515	1
SF3A3	0.075158187046575	6.77529728400451	0.640344305851629	1
ZNF485	0.125696973611241	3.54656406897162	0.640344519322294	1
TMCO6	-0.100216647924202	4.6819577354001	0.640409798693432	1
EPS8L2	-0.224201574842175	2.44812885484048	0.640415826703452	1
NAPG	0.0984574966326399	4.94482701121748	0.640425697824616	1
GPR84-AS1	0.765245045922519	-3.00749835384362	0.640508859864294	1
LINC01726	0.797516546892929	-2.79697685430692	0.640527965843528	1
SLFN5	0.153210834699347	8.27190445208401	0.640529628625703	1
DHX9-AS1	-0.234382999588277	0.714926112716306	0.64064584812419	1
CNTNAP2	-0.62203132285895	-1.41990170852753	0.640645994648136	1
C2orf81	-0.287869984570529	2.37074030205559	0.640846362347333	1
RAMP1	-0.390175225588281	-1.25132932124427	0.640881373005806	1
DDX31	0.0889535976571699	4.80173740411142	0.640922482844181	1
ZDHHC9	-0.154840728893697	3.42778984470065	0.641143999961085	1
MYL12A	0.0983784587942679	8.78817663522121	0.64117531763679	1
EME2	0.0912623088903899	4.94853098670337	0.641201419631232	1
AKAP8	0.0807459937620175	6.15295269017073	0.641456830088922	1
ATP5ME	0.0922110030519813	5.14535196231729	0.641554414500693	1
GNAT2	-0.716964486591399	-3.02572901920564	0.64167457495158	1
SPTA1	-0.715335570894124	-2.58721860906146	0.641700298369816	1
SELENOM	-0.120046892404088	4.4388794839448	0.641790965313265	1
EHBP1	0.106190031193221	4.14617180607003	0.641799686437614	1
ZNF208	0.253346714633249	2.56075564092556	0.641901392214967	1
ARHGAP20	-0.667929976865261	-2.91492616585379	0.641995645264989	1
PIGW	0.143402509334166	3.15847636069698	0.642068036181542	1
SUMO4	0.417762000612853	-0.931913587885399	0.642167107734945	1
LRRK2-DT	-1.13226756627466	-3.34335516300173	0.642196493975295	1
RNASE4	-0.3640749446847	-1.83220477140015	0.642282109925466	1
TERF2	0.0779042403875514	5.62581264465345	0.642396639457833	1
RFTN2	0.263451791392798	0.73102224507478	0.6424622829066	1
TRBV12-5	-0.253049707797039	0.865587997269125	0.642471411284529	1
ZC3H14	-0.075181581757832	6.37942538290192	0.642648912196211	1
RAB14	0.0797635238429808	6.64409465219221	0.64265630872598	1
MIS18BP1	0.146072054037016	4.36957883508713	0.642693605146217	1
PINLYP	0.314618648219551	-1.63204058139065	0.642696482804977	1
RPRD1B	0.0758562005705775	5.36926991060962	0.642797755367312	1
QNG1	0.140822416589893	2.97447014517625	0.642858527414204	1
ARCN1	0.0759828704292212	7.17073023388207	0.64290358094557	1
COG3	0.0822798570261256	5.83363529982952	0.642933247623429	1
SYNE1	-0.0841656531636494	7.98605626231484	0.643033156608828	1
TAS2R3	0.695134261503673	-2.20758784692207	0.643214984193757	1
UBXN7	0.102582916151987	6.48558676170326	0.643294850865206	1
LINC00106	-0.452245911354577	-1.41893598515549	0.643370365285709	1
WNT9B	0.617176990559191	-3.28429740792397	0.643374897379758	1
USP6	-0.2429967383425	1.06126430975866	0.643405021428505	1
ZNF217-AS1	0.377493770182489	0.131143466707986	0.643410099535603	1
PLK1	-0.214951204523351	1.94797175437011	0.643420120304452	1
POLR2J	-0.123641481603807	4.43096640185445	0.6434706418506	1
RNF7	-0.0833776472354758	5.25995170595453	0.643555040951136	1
RGS6	1.24804808576854	-3.26656939779507	0.643565334169048	1
KANSL2	-0.0882219271727335	5.93554186282715	0.643621225656879	1
SEPTIN7	0.0819303842805403	7.71986450354083	0.643710200974168	1
KDM4A	0.0814088824027093	5.12051428475803	0.643741125421488	1
ALDOC	-0.120533993338188	4.94222518888231	0.64382113184391	1
GSN-AS1	-0.480149861993892	-2.60427132431266	0.643854157478219	1
ANKEF1	0.122613060454385	3.45266135281651	0.64389549874643	1
OXR1	0.117871793845829	5.31584112041022	0.643934829226295	1
GPR55	-0.178135472966508	1.98285495216259	0.643941179063751	1
ERC1	0.112091600618125	4.72315871081718	0.643943149085065	1
LINC01193	-1.14452842483951	-1.7300840961993	0.644013152702437	1
AIMP1	0.0770116244169173	6.23103008531411	0.64402541818453	1
MLF2	-0.0915597675941947	6.39138925788098	0.644025900254771	1
CD93	-0.63646120317755	-2.4351596953653	0.644081645656285	1
GAPDH	-0.118561184072156	8.60495329193683	0.64410794003097	1
PCNT	-0.0953338471458538	6.11910446633261	0.644212986298884	1
OBSL1	-0.59319771850832	-0.279421814382552	0.644349850493415	1
MGRN1	0.0741094747336489	5.92503278050538	0.644487317524773	1
KIAA0825	0.319197712822068	-0.622372702012023	0.64467657162404	1
ATXN1L	0.083921036339426	5.78588007135401	0.644705098187037	1
ASB14	0.626757781289293	-0.149754830838577	0.644716511877497	1
KAT14	-0.0786893458692384	4.91010168298064	0.644729550971029	1
LINC03124	-0.209034890172085	1.45980757948518	0.644765535605538	1
SPAG16	-0.204214358631166	2.31004166744943	0.645011994502114	1
MAP3K19	-0.702047924175362	-3.04857030075959	0.64505174656896	1
TSLP	0.538839217820184	-2.28779562810592	0.645053405004636	1
HOOK1	0.158492051119468	4.73013219420102	0.645065009521323	1
AATBC	-0.411438526682575	-1.9441769923418	0.645066894581419	1
LINC02037	0.476388621538865	-2.44076673100922	0.645138601703095	1
ZNF407	0.116732643676098	4.54884939526483	0.645204926517156	1
NR2C2AP	0.111788720667963	4.4125046650135	0.645348686835145	1
ZFAS1	-0.221340383258348	0.981011474432763	0.645367606595256	1
PSMB5	0.0975614664512554	4.92691024972817	0.645373183210286	1
PLD4	-0.686116635132299	-1.10452103669341	0.645375033862894	1
ZNF892	0.212432489078645	2.36798518417395	0.645403108663935	1
NRIR	0.386003055374214	-0.351304786198024	0.645443328363165	1
PKD1L1	0.280522340942881	-0.247317430866229	0.64545229519809	1
RPL36A-HNRNPH2	0.204858627245545	1.45292804283267	0.645461353006396	1
GARIN1A	-0.261211383983724	0.712909749010091	0.645482981049202	1
UVSSA	0.0926092756142463	5.43584303795389	0.645601977075676	1
MRPS30-DT	0.522807428018713	-2.36873588440596	0.64564379965948	1
IGIP	-0.087111562989327	4.86391488089438	0.645853883435325	1
MXD3	-0.184980609330168	3.55367571325662	0.645874854625234	1
SLC30A1	0.165453204915454	3.77910461751225	0.645906645445504	1
TSC2	-0.0732700207834974	6.34828539926501	0.645986128995079	1
NDUFB1	0.103949740066008	5.03338362678846	0.646065698082136	1
LINC00954	0.136661338506603	4.35085026213955	0.646149300212256	1
PKLR	-0.90337434886701	-3.22149838314477	0.646477339941266	1
KCNRG	-0.257917282313058	-0.5268541060523	0.6465165107769	1
BSG	-0.0886642970004159	6.94377837269974	0.64659038342607	1
NR1I3	0.454652855372505	-1.59156319366709	0.646598920260104	1
TBC1D3C	-0.856420364898177	-0.293138873057886	0.646671548179571	1
KLHL22	-0.083157721160276	5.5601842082709	0.646703683069438	1
RPS4Y1	-0.088982826803518	8.68111087120396	0.646908298304075	1
FDX2	0.165034578026843	2.36956366305177	0.646960693409501	1
ADM2	0.173434811876263	2.34221409587736	0.646996781282025	1
MYLK4	-0.278730195417534	1.51803423380987	0.647135657127357	1
HNRNPH3	-0.0789486658632979	8.30049924640829	0.647188337984317	1
SCML2	0.216930743634118	1.77262821860456	0.647227131000388	1
PMVK	0.131705537116092	3.40477345556785	0.647239864721066	1
C2CD5	0.0932014267548761	6.28768077100277	0.647247349854638	1
ASB6	-0.0790209802676445	5.86783381839896	0.647308516168771	1
SCRN1	-0.270450143942976	2.36972063498375	0.647322297069539	1
ARPC3	0.08864821783742	7.65182181116367	0.647362166337738	1
KAT8	-0.0791814189527896	6.38411579298909	0.647485775741083	1
FAM76A	-0.0901449893744325	4.27514455971745	0.647513173106751	1
NDUFAF6	0.0985720435739767	4.45810130608602	0.647564092556044	1
ZNF615	0.10337052344847	4.16760945385329	0.647807007426667	1
KLRK1	-0.217578526589754	3.89388609203627	0.6478707597473	1
PPP2R5A	-0.0713122744514642	6.18283022286256	0.647871577596214	1
TLE1	-0.398586414188405	0.263211998127456	0.647890809811608	1
DNAH10	0.476532435127109	-1.94402679418472	0.647918813750693	1
ZBTB40	0.0953455322634205	7.42560390202007	0.648007619031818	1
LRP2BP-AS1	-0.636793510210256	-2.79764716867483	0.648042975786305	1
ZNF610	0.222756554223153	0.895195612438609	0.648069079576026	1
ARHGEF33	-0.291265962449695	-1.71100004120779	0.64810493236665	1
TMEM141	0.131954038923006	3.65188408390422	0.648134786271607	1
FIGN	1.46302456525125	-3.26919441506293	0.648149870274158	1
ZNF490	0.140950465768978	2.97199571226663	0.648153780472626	1
CD8A	0.505900424084105	-1.39479499266645	0.648247014923687	1
RETREG1	-0.115337111108247	5.71304074494129	0.648309444865902	1
LINC02889	0.658989539457311	-3.04901968320142	0.648435596626603	1
C21orf140	-0.223977326017398	1.20487131655171	0.648494732899043	1
NCAM1	-0.435473119709297	-1.26056891403751	0.648576606633929	1
ESM1	0.498294622415412	-1.499519296689	0.648592275382354	1
ZC3HC1	0.115722104417617	4.07377433174153	0.64864974370923	1
TNPO3	0.0716943095000487	6.04531469743752	0.648663726743731	1
EIF3J-DT	-0.344520761503391	-1.179216466625	0.648674017857979	1
VIM-AS1	-0.665255657143101	1.67816979699868	0.6487710702899	1
MMP14	0.319659241349162	-0.314794521468806	0.648773152974686	1
HEXB	-0.0776334071589265	5.31669641262595	0.648852241566351	1
SELL	-0.0829111091174614	10.1229260789366	0.648868497804293	1
PNMA6A	-0.415887022849708	-1.26431173561754	0.648872991382188	1
TRGV8	-0.524751706149007	-2.17779140075805	0.648930643140023	1
ASAH2B	0.171386097979564	2.80798150348399	0.648950110865828	1
GPR82	-0.369286400471619	-1.5908563462223	0.649064804418792	1
TAC3	-0.49034685607596	-1.91101286746082	0.649113760036	1
FCER1A	-0.56938467309158	0.127434530895453	0.649125855825152	1
RPL35A	-0.096959408611125	9.99892052728187	0.649212772196577	1
SLC9B1	0.325549434168437	-0.313680396011372	0.649238783655119	1
STAB1	-0.439765283588903	-0.863950878046402	0.649256165965443	1
C12orf50	0.275954230935773	0.319188526314662	0.64936485972309	1
NNT-AS1	-0.144553316687197	3.051650239136	0.649429448631733	1
ARPC4-TTLL3	0.311788798230338	2.17066649946433	0.649474857560519	1
TP73	-0.965605397459263	-0.139677345174191	0.649538527782365	1
EHMT2-AS1	-0.253045895649683	-0.494761275935419	0.649582395523612	1
MCEE	-0.153857629447583	3.23538570635571	0.64959054030148	1
CLPX	0.0741377225068177	5.68775118075936	0.649596007688026	1
TBC1D8-AS1	-0.401149342324028	-2.4143117575017	0.649748914509373	1
SLC5A6	0.0933348280771107	5.23447168288349	0.649754931145463	1
EXD3	-0.140971163541868	3.00998655848434	0.649764160109007	1
HHAT	-0.209812816164383	1.18343258658045	0.649871414959511	1
ZNF135	0.473043072975258	-0.00446701115029947	0.649900666930488	1
OR2A7	-0.320274436976098	1.38321070123212	0.650006678159483	1
WFIKKN1	-0.398042641053057	0.451989694373352	0.650007404627067	1
HDDC2	0.0802991187678426	5.17371592313531	0.650216759696347	1
RPL27	-0.100040049992951	10.190678724481	0.650279898304678	1
LIPT2-AS1	-0.182246072643571	2.33814347730898	0.650285407811141	1
RRM2B	0.11299493911063	4.49808585864231	0.650321231770347	1
AGAP2-AS1	-0.256031893438179	-0.311566006833719	0.65033305507474	1
LINC00174	0.121771732962089	4.26431168034933	0.650400954966312	1
STARD8	0.438878908072039	-1.35123721636825	0.650412649286223	1
RAB5C	-0.0832806792634622	6.25536690859415	0.650462463940415	1
STX8	-0.108556771545525	4.00627305413024	0.650565291256164	1
TIMM29	0.113075129826512	3.66133718232288	0.650568070271455	1
TMEM116	-0.110980700025456	5.02294371636872	0.650579800208989	1
PKIA	-0.0975337171033629	4.92791717756362	0.650588103409251	1
ANXA1	-0.237110687646643	7.02169071839768	0.650640066592324	1
OR2AP1	0.988788701515189	-3.04168569613049	0.650692227586539	1
POP5	-0.0980108346829802	4.81687949447194	0.65077480659452	1
LRPAP1	-0.0806676442926494	6.27978462259375	0.650807628823302	1
PRSS16	-0.294634191547558	-0.686141743759948	0.65086976054528	1
GPR141	0.405748480631528	-0.0925025607974049	0.650884359009155	1
POLR3K	-0.146300920734361	3.3328829077798	0.650897817787717	1
PPM1J	-0.668875964788523	-3.04778065252404	0.650901292977249	1
MYL7	-0.684306975193772	-2.77454539895768	0.650953386394422	1
SWAP70	0.276063308797634	2.70644469489702	0.65101672563066	1
GPR37L1	0.719390422418066	-3.02356139208737	0.651084830156108	1
NUP133	0.0695397194294999	5.96758226036372	0.651105796933321	1
ACOX1	0.081813464958681	4.99225446180634	0.651142995821393	1
MGST1	-0.631278370151609	-0.973179319174367	0.651148855776568	1
GANAB	-0.074285041629179	8.17885546290992	0.651268338674088	1
ELK3	-0.0874872474197644	5.44391621609525	0.651275332119034	1
SLC39A13-AS1	-0.400403678504546	-0.145587901890672	0.651284010255973	1
VN1R1	0.299837545421366	0.0373707515349565	0.65131191639157	1
CCNC	0.0865329875367327	5.36396763442303	0.651316021562721	1
CLUL1	-0.653361833641481	-2.01922718243664	0.651323789823554	1
CPSF3	0.0831638816590143	4.91081631355112	0.651378592491791	1
MOB4	0.101240478422199	4.82260832937272	0.651392655222984	1
KCTD21-AS1	-0.272188169932981	0.294198355230857	0.651440433106228	1
TRBV5-7	-0.898086490374164	-3.15264785252979	0.651443443759355	1
HRNR	0.919656142155274	-3.15673355429999	0.651445936794127	1
PPM1B	0.0815123134624477	6.32720249364536	0.651570114017999	1
WIPF2	0.0721042400913983	5.83726543420527	0.651575190031153	1
GSTP1	0.110119291241194	6.06652815244614	0.651587484598925	1
PICK1	-0.0973651623857251	4.3356876154066	0.651613708402075	1
TLE4	0.0753128034477666	6.21391540625371	0.651994440573081	1
NUFIP2	0.121022307187321	7.55908222468617	0.652051619816063	1
EFTUD2	0.0721841422663493	6.2304483950625	0.652107488931682	1
CFD	-0.375135722245693	-0.602884237268819	0.652131193925018	1
LAMTOR2	-0.123056578975108	3.72455355908165	0.652174887126668	1
CGREF1	0.385288973308605	-0.842989012385943	0.652241885872333	1
SEMA5B	-0.380144915012931	-1.79017612770947	0.652255575902637	1
PIGK	0.0877163930951891	5.21216237426138	0.652352582143741	1
TMEM170B	0.208927503198604	3.21247955520019	0.652357576569326	1
ST3GAL5-AS1	-0.447294040008819	-2.10540026247313	0.652358274528824	1
SH3PXD2B	-0.253960722238677	0.0895603457779373	0.652378305537026	1
ACYP2	-0.144067756157981	2.86793798117145	0.652511334299821	1
LINC03013	-0.427137377228251	-1.9372205997658	0.652600266220226	1
RAD17	0.0730913799971396	5.58597463516342	0.652604862996095	1
CNTROB	-0.0789392721356692	5.089258922039	0.652616409306392	1
ZNF273	0.159068918094397	3.23557968273325	0.65275377031189	1
SRRT	-0.0843805438816265	7.49163540906432	0.652786220875558	1
ACAP2	0.135982892518003	6.05550203588694	0.652952239902919	1
UBE2F-SCLY	0.615663290299154	-1.24976188327396	0.652966471944687	1
DNAL1	0.132043217074216	3.23142344183473	0.652989382938527	1
LINC00487	-0.476800399258978	-0.755456283725226	0.653064269691483	1
NDUFB2-AS1	-0.215337843503811	0.866764927541847	0.653109886154588	1
DCTN5	0.0849977853214542	6.11368295755035	0.653146655037448	1
TARDBP	-0.0754816588948761	8.0946487216354	0.653227855110469	1
LEMD1-AS1	-0.702719258559784	-3.13339673018426	0.653250769861452	1
HRH1	0.479530531131454	-1.76879396416606	0.653426124516899	1
ADGRG3	0.454465615043315	-2.57606740717458	0.653450745027334	1
PREPL	0.0992593989774559	5.84324617176635	0.653626061428684	1
CATSPERB	-0.261446501706395	0.790540637596331	0.653634437241447	1
SMG5	-0.0868860756164035	6.69416083591309	0.653725088653276	1
NINL	-0.217335776962108	2.1432283455752	0.653812845961842	1
